12,うわさ話には耳を貸さないで
12,あなたは見守っているだけで大丈夫
12,他人の持ち物を羨まないように注意
12,電車に乗るときは、特に気を付けて
1,作業は質と同時にスピードも意識して
1,なるべく手間を惜しまないようにして
1,あなたの配慮でみんなが幸せになる日
1,身の回りの掃除を頑張ってみましょう
1,日常の中に嬉しい出会いがあるかも！
2,単調な作業も、純粋な心で取り組んで
2,好きな遊びや趣味を聞いてみるのも◎
2,おいしいものに縁がありそうです。
3,気難しい人も、あなたの前では笑顔に
3,あなたに答えられないことはないはず
4,嬉しい時は、口に出して喜びを伝えて
4,意識して明るく振る舞ってみましょう
4,自宅でできる趣味に時間をかけると吉
4,今日はあなた一人の時間を楽しめる日
4,顔を思い浮かべながら書くとなお良し
4,悩みの相談はぜひ乗ってあげましょう
4,今日はあなたのありのままの姿が大事
4,うまく周りの期待に応えられそうです
5,まずは相手のペースに合わせましょう
5,良い関係を築くためには、焦りは禁物
5,事前のリサーチがいい思い出の布石に
5,今日はちょっと衝撃的な日になるかも
5,思い切って少し遠くに出かけてみては
5,あなたの知恵が、名案を生み出します
5,人間関係の輪が広がっていきそうです
6,新しい試みも、ぜひやってみましょう
6,仲間を誘って、ランニングを楽しんで
6,今日ならいい成果が期待できそうです
6,調べた経験は、あなたの力になるはず
7,頼れる先輩がいたら、ぜひ甘えてみて
7,何事も欲張らない姿勢がツキを呼びます
7,手荷物から、目を離さないようにして
7,期間限定セールなどを見てみましょう
8,相手の気配りを、よく見ていてあげて
8,会いたいと思ったら、まずはメールを
8,ライバルに大きく差をつけるチャンス
8,やった分だけ、自分の実力にできます
8,思い出のアイテムが力をくれそうです
9,仕事関連の出会いは、大事にすること
9,あなたの笑顔が人を幸せにする日です
9,いつもより謙虚に過ごしてみましょう
9,すがすがしい気分で過ごせるでしょう
9,今日は冷静にアクションを起こすこと
9,今日は相手に主導権を握ってもらって
10,人がたくさんいる場所に出かけると吉
10,先輩の話から、良い刺激をもらえそう
10,反発せずに、まずは素直に受け入れて
10,出かける際に、持ち物をチェックして
10,少しずつ分かり合えるようになるはず
10,メリハリのない生活をしていてはダメ
10,取り扱いを丁寧にしておけば問題なし
10,今日は家族との時間を作るようにして
10,同じ趣味の仲間に、連絡をしてみては
10,何事にも遊び心を持っていたい日です
11,好きな人がいるなら、メールで連絡を
11,あまり気にせずに、あなたのペースで
11,家族への感謝の気持ちを忘れてはダメ
11,相手があきらめないなら本気で拒否を
11,やりたいことができたら協力を求めて
11,好きな人には、堂々と気持ちを伝えて
11,ミスをしていないか、よく確認をして
11,相手の気持ちを思いやる事が大事です
11,そんなときは小説を読んでみましょう
11,今日はちょっとだけ発言に気をつけて
11,周囲の信頼度も一気にアップする予感
11,お誘いがあっても今はお断りして正解
12,今日は睡眠や勉強の時間を大事にして
12,人のためになることをすると運気回復
12,気になるものがあっても、購入は我慢
12,あなたなりのやり方を貫くことが大事
12,イライラしたら、まずはゴミを捨てて
12,面倒くさがって、外出しないのはダメ
12,あなたのやり方を貫くことが大事です
12,好きな人には、そっと連絡をしてみて
12,今日は頑張りすぎてもいいことはなし
12,仲間に協力してもらうと成功率アップ
1,好きな人がいるなら、ぜひアピールを！
1,人のアドバイスもちゃんと聞いておいて
2,仲間があなたを支援してくれる暗示も☆
2,今日はできるだけ遠出をしてみましょう
2,いつものお店より、新規開拓が面白そう
2,趣味や好きなことに没頭できるでしょう
2,気になることは、どんどん質問してみて
2,お礼の意味で小さなプレゼントをあげて
3,頑張る時と休憩のバランスに気を付けて
3,正々堂々とした行動を心がけましょう☆
3,辛いものや甘いものは少し控えておいて
3,先輩から話を聞いてみるのも良さそう☆
4,気になることは、すぐに調べてみると吉
4,仲間には、さりげない気遣いができそう
4,空いている時間はスマホを手放さないで
4,ステキなアイディアが次々に浮かびます
4,今日はあなたの社交性が人に喜ばれます
5,ファッションを学び、魅力を高めると吉
5,自分へのご褒美を買うのも良いでしょう
5,おしゃれなカフェでのんびりしましょう
5,思わぬところでセールがやっているかも
5,すぐに返事はしないほうがいいでしょう
5,自分の気持ちに素直になるのが一番です
5,今日はあなたの思い通りに行動できます
5,手伝ってくれる人にはお礼をしましょう
5,気になることは、すぐに実践をしてみて
5,気難しい人でも、あなたの前では笑顔に
6,今日は好きなものを思い切り食べてOK
6,なるべく断らないで、積極的に楽しんで
6,人の優しさに触れたら、よく感謝をして
6,行きつけのレストランに出かけてみては
6,周りの人が気をきかせてくれる可能性も
6,二人で変化を起こすことがポイントです
7,無理をせず、できることからやってみて
7,尽くす姿勢が、いい運気を呼ぶはずです
7,寄り道をした場所でラッキーがあるかも
7,いつもと違ったショップをのぞいてみて
7,あなたから連絡をするのが、開運のコツ
7,家の不要品はバザーなどで売ってみては
7,きっとあなたのピンチを助けてくれます
7,頑張っている人には、素直に褒め言葉を
8,童心に帰って楽しめば、ストレス解消に
8,バーゲンセールでは嬉しい掘り出し物が
8,おしゃべりを楽しめば、明るい気持ちに
8,悩み事を相談してみると、すぐに解決へ
8,あなたの家に招いてみてもいいでしょう
8,清潔感のある部屋で過ごせば運気アップ
8,グルメを楽しむなら、ぜひ新しいお店へ
9,難しいものでも、まずはトライしてみて
9,モチベーションが上がって、いい成果が
9,人のアドバイスに忠実になることが大事
9,新しい価値観を取り入れて、いい展開に
9,友達との時間を優先すれば、いい一日に
9,外を歩くときは、背筋を伸ばしましょう
9,慎重に行動すれば、いいことがあるはず
9,思い出の写真などを見ると良いでしょう
9,悩みがあるなら、先輩に相談をして正解
10,今日はまっすぐぶつかっていくのが正解
10,想像以上のピンチを経験してしまうかも
10,遠回りをしても、確実に成果が出せます
10,円滑になるように、連絡の返事は早めに
10,しつこくされて、ウンザリする可能性も
10,たまには一人で考え込むことも大事かも
10,頼れるあなたに、後輩もついてくる予感
10,やる気がなくなったら、まずはお昼寝を
10,冷静に振る舞おうとすると余計に空回り
11,模様替えなど、部屋の大改造をすると吉
11,思いがけない糸口があるかもしれません
11,成功するかどうかよりも、まずは前進を
11,冷静に計算すれば、なんてことないはず
12,会いたい人に会うための行動を頑張って
12,部屋の掃除をすると、心が落ち着きます
12,もう着ることのない服は早めに処分して
12,大事な人には、些細なことでも報告して
12,防ぐために、慎重に行動することが大事
12,人を頼るより、まず自分で動くのが正解
1,インターネットのクーポンはうまく活用を
1,楽しくて、つい時間を忘れて没頭しそう♪
1,好きな人がいないなら、まずは自分磨きを
1,初めて話す人と、うまく意気投合できる日
1,理想に近い自分がイメージできてくるかも
2,いつもよりオシャレをしてみてください☆
2,いつもと違ったものを探してみるのも正解
2,エアコンもちょっと弱めにしてみましょう
2,人を頼るより、まず自分の意見を発して☆
3,一人で抱え込まずに、人に助言を求めて☆
3,明日でもいいことは、明日に回しましょう
4,友達からの誘いはとりあえずOKサインを
4,難しい作業も、どんどんクリアできそう☆
4,責任重大な作業も、うまく進むでしょう☆
4,新しいあなたに出会えるかもしれません☆
4,アイディアが思いついたら、すぐ行動を♪
4,他人に惑わされず、あなたの個性を大切に
5,友達からの誘いは、積極的に乗りましょう
5,レストランは予約が必要なお店をチョイス
5,家族と一緒にのんびり過ごすのも大事な日
5,ピンチをチャンスに変えることも可能です
5,後輩には逆に、あなたがご馳走してあげて
5,人から親切にされたら、恩を忘れないこと
5,説得するシーンでは、特に堂々としてみて
6,家族に悩みの相談をすると、早めに解決へ
6,ケチにならずに、好きなものを手に入れて
6,空いた時間は、趣味を楽しむのに費やして
6,細かいことも徹底してやると、いい展開に
6,やり方を少し変えてみるのがいいでしょう
6,短い会話でも、毎日続けることが大切です
6,意外にあなたと同じような趣味があるかも
6,家族とのんびり過ごすと、ストレスが解消
6,帽子など小物にこだわるのも面白そうです
6,誰に対しても優しい気持ちでいられるはず
7,誘われた用事は、ためらわずにぜひ参加を
7,どんなことも、ためらわずに行動して正解
7,意外なところで、大きな節約ができるはず
7,夜はぜひ、自分の時間を確保してください
7,専門外のことを試すと、意外に面白いかも
7,今日はいろんな人にお世話になりそうです
8,見返りは期待せずに、大事な人を気遣って
8,打算は捨てて、人とは本音で向き合うこと
8,金運アップのチャンスもありそうな日です
8,仲間があなたを後押ししてくれるでしょう
8,今日はあなたのチャレンジ精神が大事な日
8,友達の助言から、予想外の展開がありそう
8,気になるお店があるなら、ぜひ入ってみて
8,友達に連絡をしてみると、喜ばれそうです
8,持ち物のチェックは、しっかりしておいて
8,今日は好奇心を高く持って行動しましょう
8,思いついたことは、何でもやってみるべき
8,あなたの収入に大きなチャンスがあるかも
8,資格や語学の勉強を始めると長続きしそう
8,焦らずに、まずは世間話から始めてみては
8,ダイエット中の人は注意した方が良さそう
9,自分磨きをしたくなったら、体調管理から
9,人の言動を批判したくなるかもしれません
9,悩んだらその場の気分で選んで大丈夫です
9,やや長めの小説を読んでみるのもいいかも
9,周りはあなたのタフさを尊敬しているはず
9,読書や習い事で、内面の成長を目指すこと
9,あなたの理解者や、協力者も現れそうです
9,あなたが思うほど悪いことは起きないはず
9,何事も自由なアイディアを活かしましょう
9,目の前の課題を、着実に終わらせましょう
9,気になったことは、ぜひ手帳にメモをして
10,今日はできるだけ、家庭での会話を大切に
10,言動には気を付けておいたほうがいいかも
10,今日は何事も100％まで頑張らないこと
10,気の緩みは、すぐさまミスにつながります
10,何事も思い立ったらすぐに実行に移すこと
10,今日はうかつな発言がないように注意して
10,今日はできるだけ注意深く行動しましょう
11,決断に自信を持つと、自然に運気もアップ
11,新しいことを始めると、気分が変わります
11,こじれてしまう前に、その場を離れて正解
11,ありのままの自分を信じることが大事です
11,自分を追い込まないように注意しましょう
11,手を抜こうとすると、余計に面倒なことに
11,信頼できる人に意見を聞いてみてください
12,お金が貯まる話は、詳しく聞いておくと吉
12,ジムで体を動かすとダイエットの効果抜群
12,気になる人との関係は、やや停滞するかも
12,思いがけないところで失敗してしまうかも
12,悩んでいる人がいたら、話を聞いてあげて
12,あなたにとって有益な話をしてくれるかも
1,落ち着けばいつも以上の魅力を発揮できそう
1,失くしていたものが見つかり、嬉しい気分に
1,困っていることがあれば、身近な人に相談を
1,新しいスマートフォンやカバンを買うのも◎
1,お世話をしてくれた人には、ちゃんとお礼を
1,考えるよりもフィーリングで行動しましょう
2,衝動買いをしても今日は後悔しないでしょう
2,周りには遠慮せずに、自分らしさをアピール
2,緊張したら、好きなことをしてリフレッシュ
2,ランチは外食よりも、お弁当がオススメです
2,人の話を注意深く聞くようにしてください☆
2,最近考えていたことをネットに書いてみては
2,ファッションセンスは、雑誌を見て研究が◎
3,力をためてから動けば、何をしても順調に☆
3,気持ちが切り替わり、明るい表情も戻るはず
3,食べ物の好き嫌いは、外食をすると直るかも
3,古い服や雑誌を捨てると、いっきに気分転換
3,新しい仲間を得て、新鮮な気持ちになれそう
3,そうすれば、望み通りの結果が期待できます
3,二人きりになれそうなチャンスは逃さないで
4,流行のお店には、ぜひ出かけてみてください
4,気持ちが敏感になって感動しやすくなります
4,大胆な行動は、今日は自制しておきましょう
4,自分の発言には、責任を持つようにすること
4,あなたの生活を楽しくしてくれる人の暗示も
4,好きな人から嬉しいコメントがもらえそう☆
5,スケジュール管理にはくれぐれも気を付けて
5,気まずい関係だった人と和解できるでしょう
5,再発防止のためにも、原因は追求しておいて
5,収入や貯金が増えるチャンスがやってきそう
5,今は自分がやるべきことに集中するのが大事
5,だからこそ、気分転換が必要かもしれません
5,好きな人とは、一対一できちんと向き合って
5,あなたが気づいた長所を、褒めてあげると吉
5,今日はあなたの人柄が、幸運を呼び込みます
6,身の回りの整理整頓は運気アップに効果十分
6,うまく過ごすには、スケジュール作りが大切
6,映画やドラマなどで、感動しやすい一日です
6,感謝の気持ちは、恥ずかしがらずに表現して
6,コツコツ片付けることが、成功への近道です
6,好きな人には、好意をそれとなく話してみて
6,思い切ってお昼寝をするなど、自分を大切に
6,良さそうだと思ったら、すぐに行動に移して
7,いつでも本音でぶつかり合うことがポイント
7,誰かと違う意見があるなら、隠さずに発言を
7,デートでは、思い出深いことがあるでしょう
7,困ったら直感に頼って、後はまっすぐ行動を
7,成功のカギは、焦らずじっくり取り組むこと
7,資格の勉強を始めるとすらすら頭に入りそう
8,今日はできるだけ好きな人と一緒に過ごして
8,人とは違う意見があるなら、隠さずに発言を
8,あなたの思い通りにいかないことはないかも
8,困ることは起こらないので、堂々としていて
8,頭の回転も速くなって、会話が弾みそうです
8,周囲の人も、あなたをサポートしてくれます
8,じっくり話をすれば、誤解が解けるはずです
8,困っていることは何でも相談してみましょう
8,積極的に意見を出すと、たくさん得をしそう
8,マンネリを感じていた趣味に、新しい魅力が
9,決断に迷ったら、あなたの直感を信じてみて
9,まずはお互いに、冷静になることが大事です
9,季節の食材でグルメを楽しめば運気アップに
9,慣れてくれば、意外な才能を発揮することに
9,今のあなたにできることをすれば大丈夫です
9,特に後輩には、できるだけ優しくしてあげて
9,あなたより年上の人に、相談してみましょう
9,自信がないことは、上司を頼ってみましょう
9,苦労はあっても、大きく成長するきっかけに
10,慌てずに物事をこなせば、じわじわ運気回復
10,今日はリラックスタイムを優先すると吉です
10,雑用を頼まれても、笑顔で応えることが大切
10,過去の失敗を思い出しても、後悔はしないで
10,自分のペースを維持した方が、ミスは最小に
10,一人で考えるより、賢い人に話を聞いてみて
10,あなたが気をつけるのは、人の心を読むこと
10,違った気分で、物事に接することができそう
10,お世話になっていると思ったら、ぜひお礼を
10,抱えていた問題は、少しずつよくなる暗示も
10,会いたい人がいるなら、まず連絡をしてみて
11,ひとりよがりの行動が増えてしまいそうな日
11,仲間とお花見に行くなど、うまく気分転換を
11,いいたいことがあっても、まずは話を聞いて
11,面白ネタはSNSでシェアするのもオススメ
11,うまくいかない作業は、仲間に相談してみて
11,少し考えてみると、解決策は見えてくるはず
11,右か左か迷ったら、あなたの直感に従うこと
11,人からお誘いを受けても、慎重に考えて正解
11,衝動買いは、なるべくしないほうがいいかも
11,気付かずに自分の考えを押し付けているかも
11,無理して頑張るよりも、体を労わりましょう
11,ゆっくり休むのも、あなたの仕事のうちです
11,ワガママになりすぎると嫌われてしまうかも
11,あなたが意地を張ると長引いてしまう暗示も
12,くれぐれも、いきなり買い物はしないように
12,気分転換に料理をすると、運気が大幅アップ
12,スキルアップのために行動すると運気アップ
12,緊張しないコツは、準備をちゃんとすること
12,スピード重視で行動することが開運のカギに
12,ストレス発散には、近所を走るのがオススメ
12,今日はあなたのやりたいことをやりましょう
12,今日は徹底してファッションに気を配ること
12,思っていることはすぐに口にしてみましょう
12,いつか行ける日が、もっと楽しみになるはず
12,自分の喜びを、愛する人たちと分かち合って
12,うっかりしていると、遅刻をしてしまうかも
1,今日は周囲に、いいアピールができるでしょう
1,これからやってみたいことが見つかるかも！？
1,すべていい方向に向かうので、自信を持って！
1,どんな悩みも、本気で取り組めば解消します！
1,誘われたら、とりあえず着いて行って正解です
1,後ろめたいことは、すべて話して誠意を見せて
1,友達と準備をするだけでも、運気が高まります
1,年上の人から、大きなアドバイスがあるかも！
1,ステップアップした自分を、イメージすると吉
2,仕事後は、友達と一緒に繁華街へ出かけてみて
2,気になっている人から、声をかけられるかも☆
2,控えめな気持ちでいると、チャンスを逃します
2,雑誌を見て、ファッションの研究をしましょう
2,会話が弾んで、抱えていた疲れも吹き飛びそう
2,今日ならば、きっと何をしてもうまくいきます
2,ゆったりした時間で、親孝行もできる一日です
3,人の多いところでは、嬉しい出会いの暗示も☆
3,ファッションは、いつもより少し冒険してみて
3,リサイクルショップでは掘り出し物がありそう
3,人の優しさに触れて、あなたも優しい気持ちに
3,お花見に出かけると、いい出会いがあるかも☆
3,あなたにとって、実用的な情報が手に入ります
3,いろんな情報に、敏感になってみてください☆
3,人に尽くしたいと思ったら、その思いを大切に
3,仕事に活かせそうなアイディアは、ぜひ実践を
3,あなたにとって自信になるので、何事も真剣に
3,弱音を吐いても、優しく受け止めてくれるはず
3,慣れていなかったり初めてでも、楽しめるはず
4,開運のカギは、あなたの好奇心の中にありそう
4,思いがけない方法があなたを救ってくれるかも
4,初対面の人にも、気さくに話しかけてください
4,将来の夢に向かって、再チャレンジしましょう
4,古い意見に反発を感じても、まずは受け入れて
4,駅前や公園を散歩してみると、嬉しい出会いも
4,プールで泳ぐと、面倒な出来事を忘れられそう
4,誰かを祝福するときは、あなたが音頭を取って
4,あなたの努力に見合うご褒美がありそうです☆
4,早寝早起きを心がければ、体の調子は上向きに
5,本や雑誌を買って、新しいスキルにチャレンジ
5,ポイントは、あなたの心のままに動くことです
5,すぐに信じないでおくのが正解となるでしょう
5,運気の高まっている今、金運に発展があります
5,二人のお気に入りのカフェがラッキースポット
5,無理をせず、少し一人で過ごすことも大切です
5,可愛らしい外観のお店に、ツキがありそうです
5,健康的な習慣を始めるのにも、最適な日の暗示
6,すぐに駆けつけてあげると、友情が深まります
6,周りはあなたの味方なので、できるだけ頼って
6,今日はあなたの考えに大きく自信を持ってOK
6,いらないものはどんどん捨てることを心がけて
6,やってみたいことがあるなら、まずアピールを
6,ちょっとだけ考え方を変えてみるのがいいかも
6,真面目なあなたに対してチャンスをくれるかも
6,電車では、手荷物から目を離さないようにして
6,あなたを本気で誘う人がいるので、心の準備を
6,デスクの周りなど、身近な場所を掃除すると◎
6,ちょっとした変化が、あなたに幸運を呼びそう
7,疲れていた気持ちが、ホッと和らいでいきそう
7,人がたくさん集まるところで注目される予感が
7,両親へは、肩を揉んであげると喜ばれそうです
7,手を抜かなければ、あなたに軍配が上がるはず
7,昼休みは公園で過ごすと、やる気が回復しそう
7,思い切って資格試験などの勉強を始めてみては
7,ちょっとした発想の転換がカギになるでしょう
7,人間関係に関する本を読んでみるのもいいかも
7,興味の幅をちょっと広げてみることが大事です
7,今日のあなたなら、雑用もサクサクこなせます
7,停滞している物事は、自分の直感で動いてみて
7,気の知れた友達と一緒に出かけてリフレッシュ
7,話を聞いてあげるだけで喜んでもらえそうです
8,集団行動の中でうまく自分をアピールすると吉
8,気分転換の時間は、マメに区切るのが良さそう
8,興味のある分野は、積極的にチェックしてみて
8,協調性を意識すれば運気アップになるでしょう
8,自分のレベルアップのための行動を起こせそう
8,気になっている人には、あなたの本心を伝えて
8,仕事のスキルアップに、意欲的になれそうです
8,感謝の気持ちは、言葉や手紙で表してください
8,好きな人との関係がイマイチでも、焦らないで
8,あなたの言葉を、そのまま伝えるのが正解です
8,ステキな出会いは、苦手な場所にこそあるかも
8,近況報告をすると、仕事のやる気が出てきます
8,心が元気でも、体が疲れては意味がありません
9,あなたの行動が、周りに勇気と感動を与えます
9,仕事面で役立つ情報は、すぐメモをしておいて
9,ちょっとした心がけで、あなたの魅力がアップ
9,今日はできるだけ一人の時間を作ってください
9,気の乗らないお誘いも、断ってしまいましょう
9,アイディアはとりあえず行動に移してみること
9,疲れすぎないように、予定をしっかり守ると吉
9,気分が軽くなってきたら、いろんな人に連絡を
9,心強い仲間がいることに、感謝できるはずです
9,財産の管理方法や、貯蓄について見直してみて
9,お金をかけずに、楽しい時間が過ごせそうです
9,友達からのメールもすぐに返信しなくて大丈夫
10,あなたのための言葉なのでちゃんと受け止めて
10,メールや電話でフォローしておけば大丈夫です
10,実際はあなたの思うほど悪いことはありません
10,まずは直球勝負で、言いたいことを言ってみて
10,あなたの固定観念が間違っていると気づくかも
10,頑張っているあなたを、応援する人もいるはず
10,あなたのちょっとした言葉がトラブルの火種に
